892,580
953,459
953,459
953,459
953,459
953,459
953,459
953,459
953,459
953,459
953,459
953,459
953,459
953,459
953,459
953,459
953,459
953,459
953,459
953,459
953,459
953,459
953,459
953,459
953,459
953,459
953,459
953,459
953,459
953,459
953,459
953,459
953,459
953,459
953,459
953,459
953,459
953,459
953,459
953,459
953,459
953,459
953,459
953,459
953,459
953,459
953,459
953,459
953,459
953,459
953,459
952,459
948,458
942,456
939,455
936,454
934,453
933,453
932,453
932,453
932,453
933,453
936,455
939,456
943,458
947,460
950,461
951,462
953,463
954,463
954,464
955,464
956,464
956,464
956,465
957,465
957,465
957,465
957,466
957,465
957,465
957,465
958,465
958,466
958,466
958,466
958,466
959,466
959,466
959,467
959,467
959,467
959,466
959,467
959,467
960,467
960,467
960,467
960,467
960,467
960,467
960,467
960,467
960,467
961,467
961,467
961,467
961,467
961,467
961,467
961,467
960,467
960,467
959,466
958,466
956,464
954,463
953,462
951,462
950,461
949,460
948,460
947,459
946,459
945,458
945,458
944,458
943,458
943,457
942,457
941,457
941,457
941,456
941,456
941,456
941,456
941,456
942,456
942,456
942,456
942,456
942,456
942,456
942,456
942,455
942,455
942,455
942,455
942,455
942,456
942,456
942,455
942,455
942,455
942,455
943,455
943,455
943,455
943,456
943,456
943,456
943,456
943,456
943,456
943,456
943,456
943,456
943,455
943,455
943,455
943,455
943,456
943,456
943,456
943,456
943,456
943,455
943,455
943,455
943,455
943,455
943,455
943,455
943,455
943,455
943,455
943,455
943,455
943,455
943,455
943,455
943,455
943,455
943,455
943,455
943,455
943,455
943,455
943,455
943,455
943,455
943,455
943,455
943,455
943,455
943,455
943,455
943,455
943,455
943,455
943,455
943,455
943,455
943,455
943,455
943,455
943,455
943,455
943,455
943,455
943,455
943,455
943,455
943,455
943,455
943,455
943,455
943,455
943,455
943,455
943,455
943,455
943,455
943,455
943,455
943,455
943,455
943,455
943,455
943,455
943,455
943,455
943,455
943,455
943,455
943,455
943,455
943,455
943,455
943,455
943,455
943,455
943,455
943,455
943,455
943,455
943,455
943,455
943,455
943,455
943,455
943,455
943,455
943,455
943,455
944,456
943,455
943,455
